788936400,"Light rain in the morning.",788963018,788996826,0.02,0.0062,0.0363,788940000,1,"rain",36.2,788936400,51.54,0.93,3.49,5.57,
789022800,"Windy in the afternoon, with light rain in the morning.",789049424,789083275,0.05,0.0027,0.0345,789040800,1,"rain",24.81,789105600,41.46,0.66,14.4,7.87,
789109200,"Mostly cloudy throughout the day.",789135828,789169726,0.09,0,0,null,0,null,20.88,789127200,30.53,0.55,9.09,9.2,
789195600,"Partly cloudy in the morning.",789222229,789256178,0.12,0,0,null,0,null,19.1,789278400,33.19,0.48,11.91,9.2,
789282000,"Clear throughout the day.",789308628,789342632,0.15,0,0,null,0,null,13.22,789307200,24.37,0.4,12.49,9.09,
789368400,"Heavy rain in the evening.",789395025,789429087,0.19,0.0375,0.27,789447600,1,"rain",17.51,789393600,38.61,0.52,8.93,7.74,
789454800,"Mostly cloudy throughout the day.",789481420,789515543,0.22,0.0221,0.23,789454800,1,"rain",33.51,789454800,46.59,0.82,8.52,6,
789541200,"Partly cloudy throughout the day.",789567813,789602001,0.25,0,0,null,0,null,28.24,789620400,36.86,0.57,7.98,9.03,
789627600,"Partly cloudy throughout the day.",789654204,789688460,0.28,0,0,null,0,null,25.89,789649200,41.14,0.65,6.32,8.77,
789714000,"Mostly cloudy throughout the day.",789740592,789774920,0.31,0,0,null,0,null,22.06,789739200,31.52,0.51,6.6,9.11,
789800400,"Light rain starting in the afternoon, continuing until evening.",789826978,789861381,0.34,0.0025,0.03,789858000,1,"rain",30.39,789811200,35.7,0.84,8.24,4.97,
789886800,"Foggy until afternoon.",789913363,789947843,0.37,0,0,null,0,null,34.9,789908400,48.14,0.92,3.21,2.23,
789973200,"Light rain overnight.",789999745,790034307,0.4,0,0,null,0,null,40.42,790002000,64.78,0.84,4.44,5.07,
,,,,,,,,,,,,,,,,
790146000,"Light rain starting in the afternoon, continuing until evening.",790172503,790207236,0.46,0.0017,0.01,790221600,1,"rain",59.98,790228800,69.42,0.85,14.17,7.57,
790232400,"Overcast throughout the day.",790258878,790293702,0.48,0,0,null,0,null,47.31,790315200,59.07,0.89,1.95,7.5,
790318800,"Mostly cloudy throughout the day.",790345252,790380169,0.53,0,0,null,0,null,43.7,790401600,55.29,0.75,9.07,8.96,
790405200,"Overcast throughout the day.",790431624,790466637,0.56,0,0,null,0,null,41.17,790488000,45.09,0.91,7.5,5.87,
790491600,"Foggy throughout the day.",790517994,790553105,0.59,0,0,null,0,null,38.64,790516800,43.1,0.99,7.34,1.78,
790578000,"Heavy rain in the morning and overnight.",790604361,790639574,0.63,0.0533,1,790606800,1,"rain",39.82,790660800,51.97,0.93,2.15,5.43,
790664400,"Overcast throughout the day.",790690727,790726043,0.66,0.0017,0.02,790668000,1,"rain",34.61,790747200,41.64,0.78,12.42,8.48,
790750800,"Partly cloudy throughout the day.",790777091,790812513,0.7,0,0,null,0,null,28.59,790833600,36.71,0.6,11.93,9.16,
790837200,"Mostly cloudy starting in the afternoon.",790863452,790898984,0.73,0,0,null,0,null,25.68,790858800,37.84,0.59,8.22,9.09,
790923600,"Mostly cloudy throughout the day.",790949812,790985455,0.77,0,0,null,0,null,30.77,790945200,37.53,0.66,11.1,9.15,
791010000,"Partly cloudy throughout the day.",791036170,791071926,0.81,0,0,null,0,null,32.39,791092800,43.23,0.64,10.82,9.08,
791096400,"Partly cloudy throughout the day.",791122526,791158398,0.85,0,0,null,0,null,27.62,791118000,37.86,0.61,9.73,9.14,
791182800,"Mostly cloudy throughout the day.",791208881,791244870,0.88,0,0,null,0,null,27.88,791211600,38.15,0.58,9.42,9.13,
791269200,"Mostly cloudy throughout the day.",791295233,791331342,0.92,0,0,null,0,null,25.05,791298000,31.37,0.49,8.18,9.12,
791355600,"Partly cloudy throughout the day.",791381584,791417815,0.96,0,0,null,0,null,18,791380800,35.88,0.54,7.55,9.16,
791442000,"Mostly cloudy until evening.",791467933,791504288,0.98,0,0,null,0,null,22.23,791449200,40.17,0.67,5.2,8.89,
791528400,"Partly cloudy starting in the afternoon.",791554280,791590760,0.03,0,0,null,0,null,23.79,791553600,44.33,0.52,8.44,8.86,
791614800,"Mostly cloudy throughout the day.",791640626,791677233,0.07,0.0004,0.01,791676000,1,"rain",32.18,791640000,48.08,0.75,8.5,7.79,
791701200,"Mostly cloudy until evening.",791726969,791763706,0.1,0,0,null,0,null,24.92,791784000,42.61,0.54,9.17,8.89,
791787600,"Heavy snow (2–5 in) overnight.",791813312,791850179,0.13,0.0038,0.06,791870400,1,"snow",15.79,791812800,30.69,0.5,4.01,8.28,
791874000,"Windy overnight, with heavy snow (4–7 in) until afternoon.",791899652,791936652,0.16,0.0396,0.2,791895600,1,"snow",25.08,791874000,35.31,0.88,7.67,5.03,
791960400,"Windy and partly cloudy throughout the day.",791985991,792023125,0.19,0,0,null,0,null,8.68,792043200,28.68,0.5,22.63,9.13,
792046800,"Partly cloudy starting in the afternoon.",792072329,792109598,0.22,0,0,null,0,null,4.88,792064800,19.27,0.51,18.05,9.09,
792133200,"Partly cloudy throughout the day.",792158665,792196071,0.25,0,0,null,0,null,11.55,792154800,25.73,0.62,9.5,9.17,
792219600,"Partly cloudy until evening.",792244999,792282543,0.28,0,0,null,0,null,10.97,792244800,25.46,0.55,9.54,9.16,
792306000,"Mostly cloudy starting in the afternoon.",792331332,792369016,0.31,0,0,null,0,null,12.93,792331200,27.97,0.48,12.48,9.13,
792392400,"Mostly cloudy throughout the day.",792417663,792455488,0.34,0,0,null,0,null,23.22,792410400,39.3,0.51,7.38,9.07,
792478800,"Partly cloudy throughout the day.",792503994,792541960,0.37,0,0,null,0,null,26.88,792507600,43.95,0.52,8.72,8.66,
792565200,"Mostly cloudy in the morning.",792590322,792628432,0.4,0,0,null,0,null,10.79,792597600,27.88,0.4,15.27,9.19,
792651600,"Mostly cloudy until afternoon.",792676650,792714903,0.44,0,0,null,0,null,10.66,792673200,26.03,0.48,10.23,9.16,
792738000,"Partly cloudy until afternoon.",792762976,792801374,0.47,0,0,null,0,null,18.42,792763200,33.36,0.51,7.21,9,
792824400,"Mixed rain and snow (1–2 in) throughout the day.",792849301,792887845,0.49,0.0192,0.13,792907200,1,"snow",18.62,792842400,33.31,0.82,3.23,4.41,
792910800,"Mostly cloudy throughout the day.",792935624,792974316,0.54,0.005,0.1,792910800,1,"rain",33.51,792936000,44.44,0.79,5.24,6.84,
792997200,"Partly cloudy throughout the day.",793021947,793060786,0.57,0,0,null,0,null,32.37,793018800,44.23,0.58,4.48,8.76,
793083600,"Mostly cloudy until evening.",793108268,793147256,0.61,0,0,null,0,null,25.06,793108800,47.7,0.69,1.03,6.9,
793170000,"Mostly cloudy throughout the day.",793194588,793233726,0.64,0,0,null,0,null,24.32,793195200,52.59,0.68,2.45,8.14,
793256400,"Partly cloudy throughout the day.",793280907,793320195,0.68,0,0,null,0,null,32.11,793281600,55.95,0.7,1.1,7.43,
,,,,,,,,,,,,,,,,
793429200,"Mostly cloudy in the evening.",793453542,793493133,0.76,0,0,null,0,null,28,793454400,40.45,0.54,7.4,9.09,
793515600,"Light rain until afternoon.",793539858,793579601,0.79,0.005,0.03,793573200,1,"rain",35.98,793537200,43.79,0.77,2.37,6.64,
793602000,"Windy until afternoon, with light rain in the morning.",793626173,793666069,0.83,0.0029,0.04,793623600,1,"rain",29.76,793684800,45.99,0.63,14.1,7.73,
793688400,"Mostly cloudy throughout the day.",793712487,793752537,0.87,0,0,null,0,null,20.73,793713600,40.95,0.48,9.12,9.16,
793774800,"Overcast throughout the day.",793798800,793839004,0.9,0.0008,0.01,793832400,1,"snow",24.99,793839600,35.1,0.78,8.39,6.85,
793861200,"Light rain overnight.",793885112,793925471,0.94,0.0017,0.02,793944000,1,"rain",28.82,793861200,35.24,0.9,8.66,3.64,
793947600,"Rain until afternoon.",793971423,794011937,0.97,0.0208,0.08,793965600,1,"rain",33.83,793951200,44.66,0.94,3.85,3.21,
794034000,"Mostly cloudy throughout the day.",794057734,794098403,0.02,0,0,null,0,null,34.9,794116800,45.22,0.79,7.73,8.2,
794120400,"Mostly cloudy throughout the day.",794144044,794184869,0.05,0,0,null,0,null,27.26,794145600,38.88,0.56,8.91,9.15,
794206800,"Mostly cloudy throughout the day.",794230353,794271334,0.08,0,0,null,0,null,26.91,794232000,41.33,0.54,3.26,9.09,
794293200,"Foggy in the afternoon.",794316661,794357799,0.11,0.0008,0.01,794343600,1,"rain",32.59,794314800,36.8,0.88,7.05,4.31,
794379600,"Mostly cloudy throughout the day.",794402969,794444264,0.14,0,0,null,0,null,33.29,794397600,50.58,0.71,5.72,8.59,
794466000,"Mostly cloudy throughout the day.",794489276,794530728,0.17,0,0,null,0,null,39.31,794484000,51.58,0.87,3.71,6.5,
794552400,"Foggy in the morning.",794575582,794617193,0.2,0,0,null,0,null,38.58,794574000,60.63,0.92,5.32,4.94,
794638800,"Heavy rain in the evening.",794661888,794703656,0.23,0.0467,0.29,794718000,1,"rain",35.86,794721600,66.58,0.89,5.86,6.24,
794725200,"Partly cloudy until evening.",794748194,794790120,0.26,0.0017,0.04,794725200,1,"snow",24.8,794750400,35.14,0.6,17.53,9.04,
794811600,"Partly cloudy throughout the day.",794834499,794876583,0.29,0,0,null,0,null,19.99,794833200,35.22,0.41,9.28,9.14,
794898000,"Mostly cloudy until evening.",794920803,794963046,0.32,0,0,null,0,null,26.43,794919600,51.85,0.48,4.44,9.08,
794984400,"Mostly cloudy until evening.",795007107,795049508,0.35,0,0,null,0,null,31.73,794995200,63.29,0.69,4.16,8.5,
795070800,"Foggy in the morning.",795093411,795135971,0.38,0,0,null,0,null,37,795099600,69.88,0.7,1.86,5.47,
795157200,"Foggy overnight.",795179714,795222433,0.42,0,0,null,0,null,40.99,795178800,68.08,0.65,4.6,7.76,
795243600,"Foggy in the morning.",795266017,795308895,0.45,0,0,null,0,null,38.91,795268800,73.5,0.68,4.26,5.59,
795330000,"Mostly cloudy in the evening.",795352320,795395356,0.48,0,0,null,0,null,45.04,795351600,68.62,0.75,5.87,6,
795416400,"Partly cloudy until evening.",795438622,795481818,0.52,0,0,null,0,null,45.72,795499200,70.05,0.65,6.06,5.45,
795502800,"Partly cloudy starting in the afternoon.",795524925,795568279,0.56,0,0,null,0,null,39.18,795524400,59.33,0.5,9.87,9.14,
795589200,"Mostly cloudy throughout the day.",795611227,795654740,0.59,0,0,null,0,null,38.58,795610800,56.19,0.63,6.49,9.03,
795675600,"Mostly cloudy throughout the day.",795697529,795741201,0.63,0,0,null,0,null,35.02,795697200,61.24,0.7,6.63,8.98,
795762000,"Rain in the morning.",795783831,795827662,0.67,0.0175,0.17,795790800,1,"rain",49.9,795844800,62.5,0.7,6.88,8.11,
795848400,"Overcast throughout the day.",795870133,795914122,0.71,0.0021,0.05,795859200,1,"rain",44.59,795870000,50.27,0.64,10.94,8.38,
795934800,"Mostly cloudy throughout the day.",795956434,796000583,0.74,0,0,null,0,null,43.58,796017600,48.35,0.6,7.93,9.02,
796021200,"Partly cloudy until evening.",796042736,796087043,0.78,0,0,null,0,null,36.7,796104000,49.14,0.48,11.33,9.08,
796107600,"Windy in the evening.",796129038,796173504,0.82,0,0,null,0,null,30.73,796129200,56.42,0.32,12.78,9.16,
796194000,"Partly cloudy throughout the day.",796215340,796259964,0.85,0,0,null,0,null,39.43,796204800,60.79,0.33,10.51,9.11,
796280400,"Mostly cloudy throughout the day.",796301642,796346424,0.89,0,0,null,0,null,38.72,796302000,58.21,0.39,5.3,9.11,
796366800,"Mostly cloudy throughout the day.",796387944,796432884,0.92,0,0,null,0,null,41.29,796449600,54.79,0.56,1.74,9.07,
796453200,"Mostly cloudy throughout the day.",796474246,796519344,0.96,0,0,null,0,null,36.25,796464000,59.94,0.54,1.98,8.63,
,,,,,,,,,,,,,,,,
796626000,"Mostly cloudy throughout the day.",796646851,796692264,0.02,0,0,null,0,null,37.88,796644000,53.01,0.55,10.89,8.5,
796712400,"Mostly cloudy throughout the day.",796733154,796778724,0.05,0,0,null,0,null,33.47,796734000,51.73,0.45,7.25,9.13,
796798800,"Mostly cloudy until evening.",796819457,796865185,0.09,0,0,null,0,null,37.43,796820400,48.3,0.46,2.69,9.14,
796881600,"Mostly cloudy starting in the afternoon.",796905761,796951645,0.11,0,0,null,0,null,32.04,796899600,57.65,0.51,4.5,8.97,
796968000,"Windy starting in the afternoon.",796992065,797038105,0.14,0.0004,0.01,797022000,1,"rain",36.58,797050800,64.88,0.5,11.11,9,
797054400,"Partly cloudy throughout the day.",797078369,797124565,0.17,0,0,null,0,null,24.79,797079600,41.99,0.33,12.99,9.2,
797140800,"Mostly cloudy throughout the day.",797164674,797211025,0.2,0,0,null,0,null,31.51,797166000,53.24,0.41,3.44,9.14,
797227200,"Partly cloudy in the afternoon.",797250979,797297485,0.23,0,0,null,0,null,39.08,797252400,61.12,0.58,5.87,8.09,
797313600,"Light rain overnight.",797337285,797383946,0.27,0.0008,0.02,797396400,1,"rain",36.44,797335200,60.43,0.62,6.01,7.86,
797400000,"Rain in the evening.",797423591,797470406,0.3,0.0163,0.19,797479200,1,"rain",45.14,797414400,73.24,0.79,0.85,4.62,
797486400,"Mostly cloudy throughout the day.",797509898,797556866,0.33,0,0,null,0,null,38.61,797511600,51.15,0.47,8.56,9.06,
797572800,"Mostly cloudy throughout the day.",797596205,797643327,0.36,0,0,null,0,null,41.96,797590800,58.23,0.49,7.23,8.74,
797659200,"Heavy rain overnight.",797682513,797729788,0.4,0.0133,0.32,797742000,1,"rain",47.24,797662800,70.35,0.73,3.7,6.08,
797745600,"Overcast throughout the day.",797768822,797816248,0.43,0.0163,0.2,797745600,1,"rain",48.86,797828400,57.7,0.78,7.57,5.92,
797832000,"Mostly cloudy throughout the day.",797855131,797902709,0.47,0,0,null,0,null,40.8,797846400,53.5,0.61,11.68,8.82,
797918400,"Partly cloudy until evening.",797941441,797989170,0.5,0,0,null,0,null,39.56,797943600,56.93,0.44,12.84,9.21,
798004800,"Partly cloudy throughout the day.",798027752,798075631,0.54,0,0,null,0,null,38.08,798026400,65.05,0.32,10.03,9.15,
798091200,"Mostly cloudy throughout the day.",798114064,798162092,0.58,0,0,null,0,null,39.2,798116400,62,0.36,0.88,9.14,
,,,,,,,,,,,,,,,,
798264000,"Mostly cloudy until afternoon.",798286689,798335014,0.65,0,0,null,0,null,54.02,798271200,81.71,0.66,6.33,7.43,
798350400,"Mostly cloudy throughout the day.",798373003,798421475,0.69,0,0,null,0,null,53.64,798372000,70.01,0.51,3.91,9.05,
798436800,"Foggy overnight.",798459318,798507937,0.73,0.0017,0.02,798487200,1,"rain",55.51,798454800,64.01,0.76,5.29,7.15,
